日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2015-04-09,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-04-08,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-04-07,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-04-03,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-04-02,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-04-01,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-03-31,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-03-30,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-03-27,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-03-26,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-03-25,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-03-24,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-03-23,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-03-20,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-03-19,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-03-18,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-03-17,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-03-16,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-03-13,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-03-12,'000008,宝利来,0.0,0.0,0.0,0.0,38.96,None,None,0.0,0,0.0,21579656747.9,5739050954.56,0
2015-03-11,'000008,宝利来,38.96,38.96,34.0,35.1,35.42,3.54,9.9944,5.1098,7527035,279434674.46,21579656747.9,5739050954.56,6697
2015-03-10,'000008,宝利来,35.42,35.96,33.2,34.51,34.47,0.95,2.756,4.2122,6204836,213533990.83,19618876848.3,5217586879.12,5696
2015-03-09,'000008,宝利来,34.47,36.25,32.8,34.5,33.6,0.87,2.5893,5.5352,8153720,280577881.1,19092678852.7,5077645954.92,7065
2015-03-06,'000008,宝利来,33.6,34.15,32.01,32.55,32.88,0.72,2.1898,7.8408,11549921,385154699.13,18610792267.2,4949489529.6,8951
2015-03-05,'000008,宝利来,32.88,33.73,31.9,32.73,30.66,2.22,7.2407,14.543,21422765,714516296.82,18211989575.8,4843429039.68,10578
2015-03-04,'000008,宝利来,30.66,30.66,29.1,29.6,27.87,2.79,10.0108,8.4868,12501565,378748527.2,16982347943.8,4516409195.76,4751
2015-03-03,'000008,宝利来,27.87,28.0,26.85,27.45,27.39,0.48,1.7525,2.1695,3195803,88551037.46,15436987514.5,4105424797.32,2457
2015-03-02,'000008,宝利来,27.39,27.88,25.88,25.88,25.88,1.51,5.8346,3.2231,4747860,128676621.53,15171119053.5,4034717804.04,3624
2015-02-27,'000008,宝利来,25.88,25.95,25.4,25.56,25.57,0.31,1.2124,0.9986,1471022,37862761.31,14334741186.8,3812285387.68,1369
2015-02-26,'000008,宝利来,25.57,25.97,25.3,25.31,25.58,-0.01,-0.0391,0.5715,841823,21470868.62,14163034472.4,3766620454.52,955
2015-02-25,'000008,宝利来,25.58,25.95,25.36,25.95,25.8,-0.22,-0.8527,0.7238,1066200,27361127.84,14168573398.7,3768093516.88,1064
2015-02-17,'000008,宝利来,25.8,25.99,24.57,24.57,24.78,1.02,4.1162,1.6661,2454224,61885885.72,14290429776.6,3800500888.8,1816
2015-02-16,'000008,宝利来,24.78,25.08,24.52,25.0,25.0,-0.22,-0.88,1.0018,1475656,36570550.44,13725459297.1,3650248528.08,1234
2015-02-13,'000008,宝利来,25.0,25.09,24.7,25.09,24.83,0.17,0.6847,0.9392,1383546,34389129.06,13847315675.0,3682655900.0,1073
2015-02-12,'000008,宝利来,24.83,25.16,24.65,24.71,24.84,-0.01,-0.0403,0.6324,931501,23096364.72,13753153928.4,3657613839.88,730
2015-02-11,'000008,宝利来,24.84,25.35,24.67,24.9,25.03,-0.19,-0.7591,0.6129,902800,22453505.04,13758692854.7,3659086902.24,941
2015-02-10,'000008,宝利来,25.03,26.0,24.89,25.84,25.7,-0.67,-2.607,2.483,3657582,92422727.89,13863932453.8,3687075087.08,1608
2015-02-09,'000008,宝利来,25.7,27.0,24.4,25.19,25.09,0.61,2.4312,2.1364,3147100,81128356.27,14235040513.9,3785770265.2,1896
2015-02-06,'000008,宝利来,25.09,25.17,24.1,24.61,24.81,0.28,1.1286,0.9571,1409914,34786937.88,13897166011.4,3695913461.24,1100
2015-02-05,'000008,宝利来,24.81,25.7,24.6,25.7,25.4,-0.59,-2.3228,1.1517,1696501,42778625.45,13742076075.9,3654667715.16,1177
2015-02-04,'000008,宝利来,25.4,25.9,25.12,25.6,25.56,-0.16,-0.626,1.0558,1555243,39822104.73,7711481656.0,3741578394.4,885
2015-02-03,'000008,宝利来,25.56,25.75,25.04,25.6,25.3,0.26,1.0277,0.7574,1115699,28492040.29,7760057918.4,3765147392.16,871
2015-02-02,'000008,宝利来,25.3,25.7,24.7,25.6,25.47,-0.17,-0.6675,1.1879,1749892,44251352.27,7681121492.0,3726847770.8,1296
2015-01-30,'000008,宝利来,25.47,27.49,25.36,27.49,26.4,-0.93,-3.5227,2.2361,3293901,86378219.88,7732733770.8,3751889830.92,2815
2015-01-29,'000008,宝利来,26.4,26.58,25.72,26.0,26.0,0.4,1.5385,2.7816,4097477,107145137.72,8015083296.0,3888884630.4,2822
2015-01-28,'000008,宝利来,26.0,26.59,23.97,24.14,24.27,1.73,7.1281,3.0828,4541219,115282439.45,7893642640.0,3829962136.0,3344
2015-01-27,'000008,宝利来,24.27,24.48,24.0,24.19,24.19,0.08,0.3307,1.2359,1820535,44149993.8,7368411802.8,3575122347.72,1174
2015-01-26,'000008,宝利来,24.19,24.56,23.83,23.83,24.06,0.13,0.5403,1.8819,2772201,66801993.15,7344123671.6,3563337848.84,1519
2015-01-23,'000008,宝利来,24.06,25.35,23.99,24.88,24.68,-0.62,-2.5122,2.0314,2992406,74142794.89,7304655458.4,3544188038.16,2548
2015-01-22,'000008,宝利来,24.68,24.7,23.29,23.29,23.27,1.41,6.0593,2.7591,4064358,97637525.48,7492888475.2,3635517904.48,2215
2015-01-21,'000008,宝利来,23.27,23.6,23.01,23.09,23.05,0.22,0.9544,0.7701,1134382,26420770.73,7064810162.8,3427816111.72,837
2015-01-20,'000008,宝利来,23.05,23.3,22.64,22.64,22.58,0.47,2.0815,0.7754,1142245,26245872.45,6998017802.0,3395408739.8,815
2015-01-19,'000008,宝利来,22.58,23.7,22.1,23.7,23.8,-1.22,-5.1261,1.0288,1515417,34657565.63,6855325031.2,3326174808.88,1219
2015-01-16,'000008,宝利来,23.8,23.8,23.29,23.65,23.62,0.18,0.7621,0.4971,732202,17254371.76,7225719032.0,3505888416.8,752
2015-01-15,'000008,宝利来,23.62,23.88,23.0,23.6,23.52,0.1,0.4252,0.8064,1187878,27852192.61,7171070736.8,3479373294.32,949
2015-01-14,'000008,宝利来,23.52,24.3,23.5,23.97,23.95,-0.43,-1.7954,0.8253,1215776,28956949.11,7140710572.8,3464642670.72,1038
2015-01-13,'000008,宝利来,23.95,23.96,23.3,23.6,23.52,0.43,1.8282,1.1765,1733043,41205784.25,7271259278.0,3527984352.2,1350
2015-01-12,'000008,宝利来,23.52,23.77,22.83,23.15,23.17,0.35,1.5106,1.3965,2057156,48278080.78,7140710572.8,3464642670.72,1466
2015-01-09,'000008,宝利来,23.17,23.48,22.6,23.04,23.04,0.13,0.5642,1.4937,2200325,51007830.75,7034449998.8,3413085488.12,1356
2015-01-08,'000008,宝利来,23.04,23.85,22.0,22.33,22.33,0.71,3.1796,1.5192,2237824,51280926.39,6994981785.6,3393935677.44,1919
2015-01-07,'000008,宝利来,22.33,22.48,21.56,21.86,21.83,0.5,2.2904,1.4585,2148440,47657880.72,6779424621.2,3289348249.88,1355
2015-01-06,'000008,宝利来,21.83,22.09,21.3,21.7,21.7,0.13,0.5991,2.2915,3375457,73344171.46,6627623801.2,3215695131.88,1504
2015-01-05,'000008,宝利来,21.7,23.03,21.6,22.1,22.09,-0.39,-1.7655,1.5546,2290058,51133005.72,6588155588.0,3196545321.2,2025
