日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2015-11-19,'000008,神州高铁,12.62,12.68,12.31,12.32,12.54,0.08,0.638,4.3851,28098913,350085280.6,30407043538.7,8086680311.58,27464
2015-11-18,'000008,神州高铁,12.54,13.0,12.5,13.0,12.82,-0.28,-2.1841,4.7931,30713291,391309874.9,30214288904.6,8035417678.86,30996
2015-11-17,'000008,神州高铁,12.82,13.35,12.62,12.8,12.69,0.13,1.0244,8.7341,55966592,723091075.33,30888930124.1,8214836893.38,50404
2015-11-16,'000008,神州高铁,12.69,12.72,12.13,12.26,12.99,-0.3,-2.3095,7.141,45758360,568834199.49,30575703843.6,8131535115.21,45174
2015-11-13,'000008,神州高铁,12.99,14.14,12.88,13.8,13.53,-0.54,-3.9911,15.2144,97491140,1310060107.95,31298533721.7,8323769987.91,83706
2015-11-12,'000008,神州高铁,13.53,13.53,12.33,12.33,12.3,1.23,10.0,16.1018,103177896,1360367135.72,32599627502.3,8669792758.77,72685
2015-11-11,'000008,神州高铁,12.3,12.35,12.05,12.2,12.38,-0.08,-0.6462,6.1104,39154257,477351984.72,29636025002.1,7881629780.7,32639
2015-11-10,'000008,神州高铁,12.38,12.8,12.26,12.51,12.2,0.18,1.4754,9.2698,59399240,742395455.54,29828779636.3,7932892413.42,48942
2015-11-09,'000008,神州高铁,12.2,12.34,11.81,12.13,12.33,-0.13,-1.0543,7.7874,49900020,605007136.95,29395081709.4,7817551489.8,40791
2015-11-06,'000008,神州高铁,12.33,12.48,11.85,11.94,12.43,-0.1,-0.8045,9.2411,59215431,722681221.83,29708307989.9,7900853267.97,48428
2015-11-05,'000008,神州高铁,12.43,13.1,11.87,12.2,12.24,0.19,1.5523,11.6936,74930662,924070165.06,29949251282.6,7964931558.87,59945
2015-11-04,'000008,神州高铁,12.24,12.29,11.71,11.73,11.72,0.52,4.4369,8.1808,52421315,629229831.66,29491459026.5,7843182806.16,40089
2015-11-03,'000008,神州高铁,11.72,12.1,11.59,11.96,11.89,-0.17,-1.4298,6.1848,39631203,467644737.57,28238553904.4,7509975693.48,34265
2015-11-02,'000008,神州高铁,11.89,12.65,11.74,12.01,13.04,-1.15,-8.819,10.6005,67926242,826960960.75,28648157502.0,7618908788.01,59231
2015-10-30,'000008,神州高铁,13.04,13.66,13.0,13.09,13.27,-0.23,-1.7332,12.555,80450370,1071600373.55,31419005368.1,8355809133.36,68928
2015-10-29,'000008,神州高铁,13.27,14.08,12.9,14.0,13.74,-0.47,-3.4207,17.6719,113238657,1500708319.53,31973174941.3,8503189202.43,93180
2015-10-28,'000008,神州高铁,13.74,13.74,12.8,13.01,12.49,1.25,10.008,17.4293,111683697,1496858908.93,33105608417.0,8804357169.66,93181
2015-10-27,'000008,神州高铁,12.49,12.49,11.66,12.17,11.35,1.14,10.0441,12.4762,79945411,988215829.15,30093817258.2,8003378533.41,36985
2015-10-26,'000008,神州高铁,0.0,0.0,0.0,0.0,11.35,None,None,0.0,0,0.0,27347063721.5,7272886017.15,0
2015-10-23,'000008,神州高铁,0.0,0.0,0.0,0.0,11.35,None,None,0.0,0,0.0,27347063721.5,7272886017.15,0
2015-10-22,'000008,神州高铁,0.0,0.0,0.0,0.0,11.35,None,None,0.0,0,0.0,27347063721.5,7272886017.15,0
2015-10-21,'000008,神州高铁,0.0,0.0,0.0,0.0,11.35,None,None,0.0,0,0.0,27347063721.5,7272886017.15,0
2015-10-20,'000008,神州高铁,0.0,0.0,0.0,0.0,11.35,None,None,0.0,0,0.0,27347063721.5,7272886017.15,0
2015-10-19,'000008,神州高铁,0.0,0.0,0.0,0.0,11.35,None,None,0.0,0,0.0,27347063721.5,7272886017.15,0
2015-10-16,'000008,神州高铁,0.0,0.0,0.0,0.0,11.35,None,None,0.0,0,0.0,27347063721.5,7272886017.15,0
2015-10-15,'000008,神州高铁,0.0,0.0,0.0,0.0,11.35,None,None,0.0,0,0.0,27347063721.5,7272886017.15,0
2015-10-14,'000008,神州高铁,11.35,11.35,10.85,11.28,10.32,1.03,9.9806,8.2695,52989347,595997186.41,27347063721.5,7272886017.15,18221
2015-10-13,'000008,神州高铁,10.32,10.32,9.18,9.38,9.38,0.94,10.0213,7.0358,45084270,451433126.57,24865347806.6,6612879620.88,21881
2015-10-12,'000008,神州高铁,9.38,9.5,8.6,8.66,8.66,0.72,8.3141,5.5688,35683800,327859246.53,22600480855.3,6010543686.42,23151
2015-10-09,'000008,神州高铁,8.66,8.75,8.46,8.65,8.6,0.06,0.6977,2.6079,16710819,144061737.43,20865689147.8,5549179991.94,12098
2015-10-08,'000008,神州高铁,8.6,8.71,8.41,8.56,8.3,0.3,3.6145,3.0163,19328027,166327042.59,20721123172.2,5510733017.4,13321
2015-09-30,'000008,神州高铁,8.3,8.53,8.19,8.32,8.09,0.21,2.5958,2.4923,15970104,133284415.28,19998293294.1,5318498144.7,12810
2015-09-29,'000008,神州高铁,8.09,8.39,8.0,8.23,8.45,-0.36,-4.2604,2.1826,13985983,114119055.81,19492312379.4,5183933733.81,11592
2015-09-28,'000008,神州高铁,8.45,8.66,7.6,7.99,8.1,0.35,4.321,4.0826,26160806,214763816.92,20359708233.2,5414615581.05,17266
2015-09-25,'000008,神州高铁,8.1,8.82,8.05,8.79,8.94,-0.84,-9.396,4.0588,26007858,218259438.96,19516406708.7,5190341562.9,20362
2015-09-24,'000008,神州高铁,8.94,9.18,8.5,9.0,8.86,0.08,0.9029,5.4775,35098774,313055813.99,21540330367.4,5728599206.46,22733
2015-09-23,'000008,神州高铁,26.57,26.88,25.41,26.3,26.68,-0.11,-0.4123,4.7595,10166002,265621262.56,21339544290.1,5675193695.94,14043
2015-09-22,'000008,神州高铁,26.68,27.88,26.6,27.88,27.45,-0.77,-2.8051,4.6643,9962611,268785271.77,21427890164.1,5698689040.56,16337
2015-09-21,'000008,神州高铁,27.45,27.72,25.65,26.38,26.44,1.01,3.82,5.1105,10915724,296756299.88,22046311282.0,5863156452.9,15545
2015-09-18,'000008,神州高铁,26.44,27.38,25.3,26.9,24.99,1.45,5.8023,6.8111,14548018,382245840.46,21235135530.0,5647426470.48,20053
2015-09-17,'000008,神州高铁,24.99,27.05,23.3,24.01,24.6,0.39,1.5854,5.784,12354361,315018525.89,20070576281.9,5337715109.58,12993
2015-09-16,'000008,神州高铁,24.6,24.99,22.01,22.88,22.78,1.82,7.9895,3.6744,7848328,184706249.18,19757350001.4,5254413433.2,9281
2015-09-15,'000008,神州高铁,22.78,23.79,22.07,23.3,23.12,-0.34,-1.4706,2.7254,5821287,133613489.93,18295627359.0,4865672276.76,6990
2015-09-14,'000008,神州高铁,23.12,24.5,21.0,22.8,22.69,0.43,1.8951,4.5343,9684890,222486154.85,18568696424.1,4938294251.04,8840
2015-09-11,'000008,神州高铁,22.69,22.95,22.0,22.2,22.58,0.11,0.4872,1.8562,3964687,89455755.44,18223344371.2,4846448812.98,3459
2015-09-10,'000008,神州高铁,22.58,23.41,21.52,22.08,22.48,0.1,0.4448,1.9575,4181173,94687526.39,18134998497.2,4822953468.36,4688
2015-09-09,'000008,神州高铁,22.48,22.9,21.3,21.59,21.55,0.93,4.3155,2.5923,5536948,124141207.1,18054684066.3,4801594064.16,6278
2015-09-08,'000008,神州高铁,21.55,21.6,19.18,21.05,21.05,0.5,2.3753,2.1466,4585000,94866351.08,17307759859.0,4602951605.1,7579
2015-09-07,'000008,神州高铁,21.05,21.9,20.55,21.0,20.5,0.55,2.6829,2.1331,4556166,97080673.18,16906187704.5,4496154584.1,4409
2015-09-02,'000008,神州高铁,20.5,22.0,19.5,20.02,21.15,-0.65,-3.0733,3.9285,8390980,174404588.91,16464458334.5,4378677861.0,6678
2015-09-01,'000008,神州高铁,21.15,23.47,21.15,23.45,23.5,-2.35,-10.0,3.0444,6502619,142534255.83,16986502135.4,4517513988.3,6597
2015-08-31,'000008,神州高铁,23.5,24.99,22.8,24.33,23.72,-0.22,-0.9275,4.2141,9001153,217406336.37,18873891261.5,5019459987.0,10248
2015-08-28,'000008,神州高铁,23.72,23.72,22.04,22.47,21.56,2.16,10.0186,3.3451,7144957,165867412.83,19050583009.5,5066450676.24,7118
2015-08-27,'000008,神州高铁,21.56,21.56,19.8,19.8,19.6,1.96,10.0,4.7795,10208664,214537487.24,17315791302.0,4605087545.52,8936
2015-08-26,'000008,神州高铁,19.6,20.8,17.79,20.3,19.75,-0.15,-0.7595,4.8849,10433850,208262458.62,15741628456.4,4186443223.2,8136
2015-08-25,'000008,神州高铁,19.75,21.55,19.75,19.75,21.94,-2.19,-9.9818,5.0539,10794797,215442841.64,15862100102.8,4218482329.5,5271
2015-08-24,'000008,神州高铁,21.94,24.0,21.94,24.0,24.38,-2.44,-10.0082,3.5807,7648082,171101459.95,17620986139.5,4686253281.48,5967
2015-08-21,'000008,神州高铁,24.38,25.8,24.28,25.5,25.5,-1.12,-4.3922,2.0614,4403117,109606914.24,19580658253.4,5207422743.96,5296
2015-08-20,'000008,神州高铁,25.5,26.98,25.11,26.9,27.3,-1.8,-6.5934,2.7141,5797250,151303008.52,20480179879.5,5446648071.0,6604
2015-08-19,'000008,神州高铁,27.3,28.0,24.2,25.08,26.39,0.91,3.4483,3.4729,7417899,192556464.5,21925839635.7,5831117346.6,7814
2015-08-18,'000008,神州高铁,26.39,29.4,26.39,29.39,29.32,-2.93,-9.9932,3.6744,7848298,217658998.63,21194978314.5,5636746768.38,9707
2015-08-17,'000008,神州高铁,29.32,29.5,27.75,28.02,27.96,1.36,4.8641,3.3926,7246494,209352013.16,23548191139.9,6262577311.44,9261
2015-08-14,'000008,神州高铁,27.96,29.16,27.66,28.4,28.18,-0.22,-0.7807,2.774,5925152,166836547.57,22455914879.6,5972089414.32,6849
2015-08-13,'000008,神州高铁,28.18,28.18,26.83,27.69,27.78,0.4,1.4399,3.0261,6463647,177968661.8,22632606627.6,6019080103.56,8860
2015-08-12,'000008,神州高铁,27.78,29.5,27.75,28.65,29.0,-1.22,-4.2069,3.9945,8532050,242862031.19,22311348904.0,5933642486.76,9777
2015-08-11,'000008,神州高铁,29.0,30.03,28.02,28.38,28.4,0.6,2.1127,4.3241,9236015,270612412.19,23291184961.0,6194227218.0,10753
2015-08-10,'000008,神州高铁,28.4,28.57,26.61,26.98,26.2,2.2,8.3969,4.1494,8862866,245157567.91,22809298375.6,6066070792.8,9690
2015-08-07,'000008,神州高铁,26.2,26.85,25.5,25.6,25.34,0.86,3.3938,2.9118,6219438,163028342.33,21042380895.8,5596163900.4,8407
2015-08-06,'000008,神州高铁,25.34,25.9,24.85,24.85,25.48,-0.14,-0.5495,2.199,4696909,119759186.03,20351676790.1,5412473024.28,6296
2015-08-05,'000008,神州高铁,25.48,27.2,24.81,26.7,26.8,-1.32,-4.9254,4.2628,9104997,239055571.13,20464116993.3,5442376190.16,11991
2015-08-04,'000008,神州高铁,26.8,26.98,24.01,25.0,24.6,2.2,8.9431,4.8791,10421494,265296804.03,21524267481.2,5724320325.6,11525
2015-08-03,'000008,神州高铁,24.6,27.1,24.59,27.0,27.32,-2.72,-9.9561,5.8974,12596579,318919855.19,19757350001.4,5254413433.2,10056
2015-07-31,'000008,神州高铁,27.32,28.78,27.27,28.0,28.2,-0.88,-3.1206,3.6105,7711723,217082048.74,21941902521.9,5835389227.44,9644
2015-07-30,'000008,神州高铁,28.2,30.5,28.0,28.88,29.08,-0.88,-3.0261,5.8033,12395461,361846404.06,22648669513.8,6023351984.4,14452
2015-07-29,'000008,神州高铁,29.08,29.08,26.93,27.25,26.67,2.41,9.0364,6.4178,13708020,382222215.2,23355436505.7,6211314741.36,15246
2015-07-28,'000008,神州高铁,26.67,29.75,26.37,26.39,29.3,-2.63,-8.9761,7.8322,16729045,453448173.85,21419858721.0,5696553100.14,16115
2015-07-27,'000008,神州高铁,29.3,33.1,29.3,31.0,32.56,-3.26,-10.0123,6.7951,14513849,454051416.9,23532128253.7,6258305430.6,18912
2015-07-24,'000008,神州高铁,32.56,34.8,31.7,34.6,32.51,0.05,0.1538,9.4115,20102424,676535611.53,26150378701.0,6954622007.52,25657
2015-07-23,'000008,神州高铁,32.51,32.51,29.31,30.17,29.55,2.96,10.0169,7.849,16765071,523688614.72,26110221485.6,6943942305.42,16005
2015-07-22,'000008,神州高铁,29.55,30.46,28.36,28.36,27.9,1.65,5.914,10.1096,21593437,639888935.46,23732914331.0,6311703941.1,23977
2015-07-21,'000008,神州高铁,27.9,27.9,24.1,24.7,25.36,2.54,10.0158,9.0595,19350468,513123670.44,22407726221.1,5959273771.8,22961
2015-07-20,'000008,神州高铁,25.36,26.5,24.9,25.51,26.26,-0.9,-3.4273,6.173,13185174,337686961.26,20367739676.2,5416744905.12,15359
2015-07-17,'000008,神州高铁,26.26,26.79,24.0,25.35,25.38,0.88,3.4673,7.6033,16240273,418974650.59,21090569554.3,5608979542.92,16652
2015-07-16,'000008,神州高铁,25.38,27.45,24.33,24.35,27.03,-1.65,-6.1043,8.2742,17673251,454647589.09,20383802562.4,5421016785.96,15554
2015-07-15,'000008,神州高铁,27.03,30.3,27.03,30.3,30.03,-3.0,-9.99,8.4886,18131052,506732695.45,21708990672.3,5773446955.26,18471
2015-07-14,'000008,神州高铁,30.03,32.19,27.0,28.85,29.26,0.77,2.6316,14.992,32022086,968782217.23,24118423599.3,6414229081.26,26949
2015-07-13,'000008,神州高铁,29.26,29.26,26.31,29.26,26.6,2.66,10.0,15.983,34138782,981521970.37,23500002481.3,6249761668.92,23876
2015-07-10,'000008,神州高铁,0.0,0.0,0.0,0.0,26.6,None,None,0.0,0,0.0,21363638619.4,5681601517.2,0
2015-07-09,'000008,神州高铁,0.0,0.0,0.0,0.0,26.6,None,None,0.0,0,0.0,21363638619.4,5681601517.2,0
2015-07-08,'000008,神州高铁,0.0,0.0,0.0,0.0,26.6,None,None,0.0,0,0.0,21363638619.4,5681601517.2,0
2015-07-07,'000008,神州高铁,0.0,0.0,0.0,0.0,26.6,None,None,0.0,0,0.0,21363638619.4,5681601517.2,0
2015-07-06,'000008,神州高铁,0.0,0.0,0.0,0.0,26.6,None,None,0.0,0,0.0,21363638619.4,5681601517.2,0
2015-07-03,'000008,神州高铁,26.6,29.47,26.6,26.6,29.56,-2.96,-10.0135,10.8297,23131575,627341222.29,21363638619.4,5681601517.2,18798
2015-07-02,'000008,神州高铁,29.56,29.56,24.18,29.56,26.87,2.69,10.0112,14.6162,31219427,867080395.54,23740945774.0,6313839881.52,16097
2015-07-01,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-06-30,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-06-29,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-06-26,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-06-25,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-06-24,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-06-23,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-06-19,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-06-18,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-06-17,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-06-16,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-06-15,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-06-12,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-06-11,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-06-10,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-06-09,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-06-08,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-06-05,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-06-04,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-06-03,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-06-02,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-06-01,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-05-29,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-05-28,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-05-27,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-05-26,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-05-25,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-05-22,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-05-21,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-05-20,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-05-19,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-05-18,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-05-15,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-05-14,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-05-13,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-05-12,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-05-11,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-05-08,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-05-07,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-05-06,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-05-05,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-05-04,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-04-30,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-04-29,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-04-28,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-04-27,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-04-24,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-04-23,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-04-22,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-04-21,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-04-20,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-04-17,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-04-16,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-04-15,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-04-14,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-04-13,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
2015-04-10,'000008,神州高铁,0.0,0.0,0.0,0.0,26.87,None,None,0.0,0,0.0,21580487582.8,5739271908.54,0
