日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2015-02-12,'000007,零七股份,12.21,12.32,12.1,12.2,12.27,-0.06,-0.489,2.8899,5952117,72713669.88,2820087082.23,2514837082.23,3832
2015-02-11,'000007,零七股份,12.27,12.28,11.86,12.02,12.1,0.17,1.405,2.901,5974985,72106679.42,2833945004.01,2527195004.01,4502
2015-02-10,'000007,零七股份,12.1,12.37,12.0,12.19,12.52,-0.42,-3.3546,2.7362,5635580,68339230.62,2794680892.3,2492180892.3,3898
2015-02-09,'000007,零七股份,12.52,12.83,11.8,12.18,12.47,0.05,0.401,4.5323,9334872,113624395.19,2891686344.76,2578686344.76,5849
2015-02-06,'000007,零七股份,12.47,12.95,12.47,12.51,13.85,-1.38,-9.9639,5.1378,10582021,132463755.38,2880138076.61,2568388076.61,4544
2015-02-05,'000007,零七股份,13.85,14.15,13.67,14.02,14.03,-0.18,-1.283,2.2976,4732322,65428237.6,3198870277.55,2852620277.55,2750
2015-02-04,'000007,零七股份,14.03,14.24,13.98,14.19,14.18,-0.15,-1.0578,1.6828,3465981,48947774.2,3240444042.89,2889694042.89,1821
2015-02-03,'000007,零七股份,14.18,14.5,14.06,14.5,14.5,-0.32,-2.2069,1.8999,3913220,55667238.03,3275088847.34,2920588847.34,2658
2015-02-02,'000007,零七股份,14.5,14.6,14.33,14.49,14.46,0.04,0.2766,0.9501,1956909,28314382.43,3348997763.5,2986497763.5,1321
2015-01-30,'000007,零七股份,14.46,14.85,14.34,14.63,14.63,-0.17,-1.162,1.1031,2271973,33020394.48,3339759148.98,2978259148.98,1702
2015-01-29,'000007,零七股份,14.63,15.1,14.51,14.65,14.67,-0.04,-0.2727,1.5782,3250606,47992542.35,3379023260.69,3013273260.69,2395
2015-01-28,'000007,零七股份,14.67,14.87,14.55,14.6,14.7,-0.03,-0.2041,1.4943,3077745,45203496.49,3388261875.21,3021511875.21,1823
2015-01-27,'000007,零七股份,14.7,14.75,14.46,14.52,14.6,0.1,0.6849,1.9845,4087442,59782930.11,3395190836.1,3027690836.1,2624
2015-01-26,'000007,零七股份,14.6,14.66,14.25,14.66,14.85,-0.25,-1.6835,2.7593,5683243,82259818.44,3372094299.8,3007094299.8,3643
2015-01-23,'000007,零七股份,14.85,15.82,14.83,15.19,15.2,-0.35,-2.3026,5.0532,10407864,159666992.46,3429835640.55,3058585640.55,4953
2015-01-22,'000007,零七股份,15.2,15.31,14.57,14.57,14.68,0.52,3.5422,2.9888,6155940,92917688.78,3510673517.6,3130673517.6,3176
2015-01-21,'000007,零七股份,14.68,14.87,14.32,14.49,14.47,0.21,1.4513,1.1543,2377483,34831291.27,3390571528.84,3023571528.84,1638
2015-01-20,'000007,零七股份,14.47,14.52,14.11,14.11,14.01,0.46,3.2834,0.634,1305838,18806998.32,3342068802.61,2980318802.61,919
2015-01-19,'000007,零七股份,14.01,14.66,13.96,14.48,14.51,-0.5,-3.4459,0.9606,1978440,28424131.9,3235824735.63,2885574735.63,1449
2015-01-16,'000007,零七股份,14.51,14.7,14.34,14.49,14.59,-0.08,-0.5483,1.0017,2063223,29806579.63,3351307417.13,2988557417.13,1297
2015-01-15,'000007,零七股份,14.59,14.74,14.46,14.67,14.67,-0.08,-0.5453,0.6166,1270019,18535644.84,3369784646.17,3005034646.17,764
2015-01-14,'000007,零七股份,14.67,14.99,14.61,14.95,14.95,-0.28,-1.8729,0.8641,1779796,26349013.93,3388261875.21,3021511875.21,1228
2015-01-13,'000007,零七股份,14.95,15.06,14.29,14.39,14.38,0.57,3.9638,1.61,3315971,49018468.33,3452932176.85,3079182176.85,2217
2015-01-12,'000007,零七股份,14.38,14.45,14.18,14.4,14.5,-0.12,-0.8276,0.6103,1256981,17963013.18,3321281919.94,2961781919.94,898
2015-01-09,'000007,零七股份,14.5,14.66,14.42,14.55,14.58,-0.08,-0.5487,0.7021,1445987,21055129.35,3348997763.5,2986497763.5,892
2015-01-08,'000007,零七股份,14.58,14.68,14.44,14.58,14.59,-0.01,-0.0685,0.8457,1741825,25379122.42,3367474992.54,3002974992.54,1181
2015-01-07,'000007,零七股份,14.59,14.79,14.28,14.34,14.27,0.32,2.2425,1.1527,2374200,34678295.78,3369784646.17,3005034646.17,1869
2015-01-06,'000007,零七股份,14.27,14.45,13.99,14.45,14.52,-0.25,-1.7218,1.257,2588895,36665312.48,3295875730.01,2939125730.01,1877
2015-01-05,'000007,零七股份,14.52,14.8,14.25,14.51,14.6,-0.08,-0.5479,1.3796,2841572,41232563.53,3353617070.76,2990617070.76,2117
